grp,variable,value,grp2,var2,num
4_10,8_1,0.0012460106142327,Unarmed Combat,Inertia Absorption,17
4_10,8_2,0.0005271129468502,Unarmed Combat,Magnetism,37
4_10,8_3,7.613071754032146e-06,Unarmed Combat,Gravity control,35
4_10,8_4,0.0060497186166906,Unarmed Combat,Vibration Wave,49
4_10,8_5,0.0011541661872905,Unarmed Combat,Density Control,60
4_10,8_6,0.000752280433692,Unarmed Combat,Force Field,181
4_10,7_1,1.652728635755395e-05,Unarmed Combat,Sand manipulation,8
4_10,7_2,0.0008505273828363,Unarmed Combat,Plant Control,16
4_10,7_3,0.0003793941820504,Unarmed Combat,Ice Breath,25
4_10,7_4,0.0028905094323386,Unarmed Combat,Flame Breath,33
4_10,7_5,7.156310168471082e-06,Unarmed Combat,Water Control,29
4_10,7_6,0.000112244934669,Unarmed Combat,Ice Control,35
4_10,7_7,4.9954857894524296e-05,Unarmed Combat,Earth Manipulation,39
4_10,7_8,0.0005848614363587,Unarmed Combat,Weather Control,50
4_10,7_9,0.0017056367821298,Unarmed Combat,Wind Bursts,58
4_10,7_10,0.003574355936592,Unarmed Combat,Animal Control,70
4_10,7_11,0.000410731944623,Unarmed Combat,Fire Control,85
4_10,10_1,0.0003508385541115,Unarmed Combat,Probability Manipulation,21
4_10,10_2,0.0015794025333287,Unarmed Combat,Time Travel,59
4_10,10_3,0.000889006203413,Unarmed Combat,Time Manipulation,80
4_10,10_4,0.0014601936814553,Unarmed Combat,Reality Manpulation,69
4_10,10_5,0.001140725253636,Unarmed Combat,Dimensional Manipulation,75
4_10,10_6,0.0004430684996724,Unarmed Combat,Illusion Casting,92
4_10,12_1,0.000313299487148,Unarmed Combat,Vampirism,18
4_10,12_2,0.003371453063656,Unarmed Combat,Poisonous,26
4_10,12_3,0.0022722980897609,Unarmed Combat,Immortal,186
4_10,12_4,0.0290071217484046,Unarmed Combat,Invulnerability,405
4_10,6_1,1.71936277749626e-05,Unarmed Combat,Animation,37
4_10,6_2,0.0001909152467298,Unarmed Combat,Siphon Abilities,39
4_10,6_3,9.36873818367928e-05,Unarmed Combat,Siphon Lifeforce,44
4_10,6_4,0.0057897637155615,Unarmed Combat,Power Mimicry,57
4_10,6_5,0.0006545252687566,Unarmed Combat,Cosmic Awareness,81
4_10,6_6,1.1303392264423527e-05,Unarmed Combat,Astral Projection,84
4_10,6_7,0.0003576264392513,Unarmed Combat,Divine Powers,105
4_10,6_8,2.3823617856851173e-08,Unarmed Combat,Magic,119
4_10,9_1,0.0005423901649731,Unarmed Combat,Psychometry,20
4_10,9_2,1.3326328792652412e-05,Unarmed Combat,Postcognition,19
4_10,9_3,1.09934132028594e-05,Unarmed Combat,Voice-induced Manipulation,28
4_10,9_4,0.00178042172791,Unarmed Combat,Emotion Control,29
4_10,9_5,0.0001292262532898,Unarmed Combat,Mesmerize,43
4_10,9_6,0.0002584500418518,Unarmed Combat,Precognition,46
4_10,9_7,0.0004278786740348,Unarmed Combat,Empathy,56
4_10,9_8,0.0005446138301064,Unarmed Combat,Willpower-Based Constructs,66
4_10,9_9,0.0001353134652205,Unarmed Combat,Hypnosis,77
4_10,9_10,0.0006086802261884,Unarmed Combat,Psychic,78
4_10,9_11,0.0010385251310537,Unarmed Combat,Telekinesis,103
4_10,9_12,9.938518905501776e-05,Unarmed Combat,Psionic,131
4_10,9_13,0.0014774673656447,Unarmed Combat,Telepathy,146
4_10,2_1,0.004897729548956,Unarmed Combat,Implants,104
4_10,2_2,0.0039039304295359,Unarmed Combat,Power Suit,136
4_10,2_3,0.0065752808374255,Unarmed Combat,Insanely Rich,167
4_10,2_4,0.0062821244144614,Unarmed Combat,Power Item,196
4_10,2_5,0.0139263832998707,Unarmed Combat,Gadgets,353
4_10,2_6,0.0901682443575121,Unarmed Combat,Weapon Master,480
4_10,5_1,0.0008553447413993,Unarmed Combat,Darkforce Manipulation,38
4_10,5_2,0.0002514604962627,Unarmed Combat,Technopathy,38
4_10,5_3,0.0007935021432597,Unarmed Combat,Electronic Disruption,46
4_10,5_4,0.0005934401868833,Unarmed Combat,Radiation,46
4_10,5_5,0.0007654858501979,Unarmed Combat,Holographic Projection,52
4_10,5_6,0.0004648082908678,Unarmed Combat,Electricity Control,84
4_10,5_7,0.0014167447095903,Unarmed Combat,Heat Generation,96
4_10,5_8,3.338139167095358e-05,Unarmed Combat,Energy Based Constructs,88
4_10,5_9,0.0001902229374578,Unarmed Combat,Light Projection,89
4_10,5_10,0.0003415469375089,Unarmed Combat,Energy Shield,116
4_10,5_11,0.0049982275590559,Unarmed Combat,Energy-Enhanced Strike,148
4_10,5_12,0.000770466298135,Unarmed Combat,Energy Absorption,147
4_10,5_13,0.0001109480490539,Unarmed Combat,Energy Manipulation,168
4_10,5_14,0.000559981182534,Unarmed Combat,Blast Power,358
4_10,3_1,9.512199728245573e-05,Unarmed Combat,Prehensile Hair,3
4_10,3_2,1.7903203586087973e-06,Unarmed Combat,Shadowmeld,11
4_10,3_3,0.0004460584593464,Unarmed Combat,Chemical Absorbtion,17
4_10,3_4,0.0017160697495,Unarmed Combat,Sonic Scream,22
4_10,3_5,0.0037491925890912,Unarmed Combat,Webslinger,24
4_10,3_6,0.0004374006881456,Unarmed Combat,Chemical Secretion,36
4_10,3_7,0.0090665921509768,Unarmed Combat,Wall Clinger,53
4_10,3_8,0.0004282324610743,Unarmed Combat,Duplication,42
4_10,3_9,0.0008989752799375,Unarmed Combat,Matter Absorption,47
4_10,3_10,0.0005044353193253,Unarmed Combat,Elasticity,47
4_10,3_11,0.0022700786986978,Unarmed Combat,Heat Vision,55
4_10,3_12,0.0033681611266539,Unarmed Combat,Sub-Mariner,59
4_10,3_13,0.0039243537643476,Unarmed Combat,Chameleon,67
4_10,3_14,0.0010604160881853,Unarmed Combat,Invisibility,84
4_10,3_15,0.0001035057101457,Unarmed Combat,Phasing / Ghost,100
4_10,3_16,0.0019868374885064,Unarmed Combat,Size Manipulation,114
4_10,3_17,2.681211706146204e-05,Unarmed Combat,Levitation,107
4_10,3_18,0.0209658876267571,Unarmed Combat,Feral,150
4_10,3_19,0.012945254326709,Unarmed Combat,Claws,156
4_10,3_20,0.00797625798813,Unarmed Combat,Adaptive,152
4_10,3_21,0.0001131403731388,Unarmed Combat,Teleport,148
4_10,3_22,0.0006376779680804,Unarmed Combat,Flight,400
4_10,4_1,7.473910286160574e-05,Unarmed Combat,Synaesthesia,5
4_10,4_2,4.175749801238298e-05,Unarmed Combat,Omni-lingual,68
4_10,4_3,0.0385278474223556,Unarmed Combat,Swordsmanship,195
4_10,4_4,0.0199512804248807,Unarmed Combat,Escape Artist,187
4_10,4_5,0.0369774223129017,Unarmed Combat,Tracking,307
4_10,4_6,0.0538654847884938,Unarmed Combat,Stealth,365
4_10,4_7,0.0759579545521066,Unarmed Combat,Marksmanship,397
4_10,4_8,0.0347136561923595,Unarmed Combat,Leadership,464
4_10,4_9,0.0205417106668698,Unarmed Combat,Intellect,714
4_10,4_10,1.0,Unarmed Combat,Unarmed Combat,1155
4_10,1_1,0.0006115538786925,Unarmed Combat,Super Eating,16
4_10,1_2,0.0088470013029843,Unarmed Combat,Super Smell,122
4_10,1_3,0.0198873768776949,Unarmed Combat,Super Hearing,184
4_10,1_4,0.0310538167926453,Unarmed Combat,Berserker Strength,199
4_10,1_5,0.0254926757900654,Unarmed Combat,Super Sight,224
4_10,1_6,0.0068907155110818,Unarmed Combat,Longevity,272
4_10,1_7,0.0384122936811842,Unarmed Combat,Super Speed,387
4_10,1_8,0.0284047734018838,Unarmed Combat,Healing,378
4_10,1_9,0.0824394522878142,Unarmed Combat,Super Strength,638
4_10,1_10,0.152912629416101,Unarmed Combat,Agility,730
4_10,1_11,0.1366472373709975,Unarmed Combat,Stamina,749
1_1,13_1,0.0004466775375756,Super Eating,Sense Death,1
1_1,13_2,0.0013526585327731,Super Eating,Electronic interaction,2
1_1,13_3,0.0059582543183305,Super Eating,Radar Sense,3
1_1,13_4,0.0049389345121068,Super Eating,Danger Sense,3
1_1,14_1,0.0097719742878366,Super Eating,Penance Stare,1
1_1,14_2,0.0023536714187479,Super Eating,Hellfire Control,1
1_1,14_3,0.0006942737438697,Super Eating,Soul Absorption,1
1_1,14_4,0.0044378031310605,Super Eating,Darkness Manipulation,2
1_1,14_5,0.0110195537963376,Super Eating,Death Touch,3
1_1,14_6,8.269954950523431e-05,Super Eating,Necromancy,1
1_1,14_7,0.0113999200723086,Super Eating,Possession,4
1_1,11_1,0.0015420052856667,Super Eating,Blood Control,0
1_1,11_2,0.0018740153335724,Super Eating,Controlled Bone Growth,0
1_1,11_3,0.0019848101361395,Super Eating,Pheromone Control,0
1_1,11_4,0.0125193344721571,Super Eating,Enhance Mutation,3
1_1,11_5,0.0142997854458542,Super Eating,Genetic Manipulation,4
1_1,11_6,0.003869353090043,Super Eating,Shape Shifter,6
1_1,8_1,0.0027488054739848,Super Eating,Inertia Absorption,1
1_1,8_2,7.022457814219686e-05,Super Eating,Magnetism,1
1_1,8_3,0.0205911442343897,Super Eating,Gravity control,4
1_1,8_4,1.0084054353500298e-05,Super Eating,Vibration Wave,1
1_1,8_5,0.0008643699013357,Super Eating,Density Control,2
1_1,8_6,0.0002556786369127,Super Eating,Force Field,5
1_1,7_1,0.0197313075541054,Super Eating,Sand manipulation,2
1_1,7_2,0.0034308568480601,Super Eating,Plant Control,0
1_1,7_3,0.0008469915369047,Super Eating,Ice Breath,1
1_1,7_4,0.0060430651130621,Super Eating,Flame Breath,2
1_1,7_5,0.0047973243296743,Super Eating,Water Control,2
1_1,7_6,7.022457814219686e-05,Super Eating,Ice Control,1
1_1,7_7,7.235272590368052e-06,Super Eating,Earth Manipulation,1
1_1,7_8,0.0148506713602345,Super Eating,Weather Control,4
1_1,7_9,0.0130121984048852,Super Eating,Wind Bursts,4
1_1,7_10,0.0041814951709109,Super Eating,Animal Control,3
1_1,7_11,1.0175007860893878e-05,Super Eating,Fire Control,2
1_1,10_1,0.0067780568916692,Super Eating,Probability Manipulation,2
1_1,10_2,0.0143647162391064,Super Eating,Time Travel,5
1_1,10_3,0.0305614921214289,Super Eating,Time Manipulation,7
1_1,10_4,0.0112594065757741,Super Eating,Reality Manpulation,5
1_1,10_5,0.0170222548451242,Super Eating,Dimensional Manipulation,6
1_1,10_6,0.0026383855533305,Super Eating,Illusion Casting,4
1_1,12_1,0.0027621280126382,Super Eating,Vampirism,0
1_1,12_2,0.0203287763547918,Super Eating,Poisonous,3
1_1,12_3,0.0003061337393316,Super Eating,Immortal,5
1_1,12_4,0.020195868507983,Super Eating,Invulnerability,15
1_1,6_1,1.3868355974826123e-06,Super Eating,Animation,1
1_1,6_2,0.0166424126174599,Super Eating,Siphon Abilities,4
1_1,6_3,0.0079224796826256,Super Eating,Siphon Lifeforce,3
1_1,6_4,0.0157191667615227,Super Eating,Power Mimicry,4
1_1,6_5,0.0060763442497681,Super Eating,Cosmic Awareness,4
1_1,6_6,0.0045963137045031,Super Eating,Astral Projection,4
1_1,6_7,0.0065988307920481,Super Eating,Divine Powers,5
1_1,6_8,0.0009214271094963,Super Eating,Magic,4
1_1,9_1,0.0017119070999204,Super Eating,Psychometry,1
1_1,9_2,0.0032076942529106,Super Eating,Postcognition,0
1_1,9_3,0.0003480963017993,Super Eating,Voice-induced Manipulation,1
1_1,9_4,0.0030913225678319,Super Eating,Emotion Control,2
1_1,9_5,1.318969772817389e-05,Super Eating,Mesmerize,1
1_1,9_6,0.0012170484423135,Super Eating,Precognition,2
1_1,9_7,0.0003379390595857,Super Eating,Empathy,1
1_1,9_8,0.0021189381257553,Super Eating,Willpower-Based Constructs,3
1_1,9_9,0.001841627682399,Super Eating,Hypnosis,3
1_1,9_10,0.0009672991648785,Super Eating,Psychic,3
1_1,9_11,7.3132963521034865e-06,Super Eating,Telekinesis,3
1_1,9_12,0.0004902668536609,Super Eating,Psionic,4
1_1,9_13,0.0029156408309502,Super Eating,Telepathy,6
1_1,2_1,0.004105114283576,Super Eating,Implants,4
1_1,2_2,0.0009959557624639,Super Eating,Power Suit,4
1_1,2_3,0.0099579366628501,Super Eating,Insanely Rich,1
1_1,2_4,0.0018831488966808,Super Eating,Power Item,3
1_1,2_5,0.0097998342499765,Super Eating,Gadgets,4
1_1,2_6,0.0342474116897898,Super Eating,Weapon Master,2
1_1,5_1,0.0037888397086086,Super Eating,Darkforce Manipulation,2
1_1,5_2,1.3189697728009733e-05,Super Eating,Technopathy,1
1_1,5_3,0.0071501112389151,Super Eating,Electronic Disruption,0
1_1,5_4,0.0021895670446488,Super Eating,Radiation,2
1_1,5_5,0.0081767920820732,Super Eating,Holographic Projection,0
1_1,5_6,0.0014155420057208,Super Eating,Electricity Control,3
1_1,5_7,0.004105114283576,Super Eating,Heat Generation,4
1_1,5_8,0.0006522593525812,Super Eating,Energy Based Constructs,3
1_1,5_9,0.0002649781411021,Super Eating,Light Projection,2
1_1,5_10,2.016863593903513e-05,Super Eating,Energy Shield,3
1_1,5_11,0.0005425843822645,Super Eating,Energy-Enhanced Strike,4
1_1,5_12,0.0001734135002098,Super Eating,Energy Absorption,4
1_1,5_13,0.0056436510977341,Super Eating,Energy Manipulation,2
1_1,5_14,2.098571812356537e-07,Super Eating,Blast Power,9
1_1,3_1,0.0004393394704832,Super Eating,Prehensile Hair,0
1_1,3_2,0.0018740153335724,Super Eating,Shadowmeld,0
1_1,3_3,0.0025397232218466,Super Eating,Chemical Absorbtion,0
1_1,3_4,0.0017119070999204,Super Eating,Sonic Scream,1
1_1,3_5,0.0100004004837049,Super Eating,Webslinger,2
1_1,3_6,0.0115948513660313,Super Eating,Chemical Secretion,3
1_1,3_7,0.0186751642366158,Super Eating,Wall Clinger,4
1_1,3_8,0.0027250385690023,Super Eating,Duplication,2
1_1,3_9,0.0394029320875113,Super Eating,Matter Absorption,6
1_1,3_10,0.0383362657229255,Super Eating,Elasticity,6
1_1,3_11,0.0145725238643437,Super Eating,Heat Vision,4
1_1,3_12,0.0470743389581313,Super Eating,Sub-Mariner,7
1_1,3_13,0.0113999200723086,Super Eating,Chameleon,4
1_1,3_14,0.0016501444248075,Super Eating,Invisibility,3
1_1,3_15,0.0027086672157089,Super Eating,Phasing / Ghost,4
1_1,3_16,0.0273220490221868,Super Eating,Size Manipulation,8
1_1,3_17,0.005635213427544,Super Eating,Levitation,5
1_1,3_18,0.0538226102707341,Super Eating,Feral,11
1_1,3_19,0.0373673059593391,Super Eating,Claws,10
1_1,3_20,0.0030640769518023,Super Eating,Adaptive,5
1_1,3_21,0.0077042882253751,Super Eating,Teleport,7
1_1,3_22,3.436364387839259e-06,Super Eating,Flight,10
1_1,4_1,0.0007694899503622,Super Eating,Synaesthesia,0
1_1,4_2,0.0027558415417461,Super Eating,Omni-lingual,3
1_1,4_3,0.0094143358150437,Super Eating,Swordsmanship,1
1_1,4_4,7.795289458494231e-05,Super Eating,Escape Artist,4
1_1,4_5,0.0143381716426321,Super Eating,Tracking,11
1_1,4_6,0.0005108871596036,Super Eating,Stealth,8
1_1,4_7,0.0141288770289544,Super Eating,Marksmanship,3
1_1,4_8,0.0081301810911504,Super Eating,Leadership,6
1_1,4_9,0.0061427445371037,Super Eating,Intellect,13
1_1,4_10,0.0047286826897645,Super Eating,Unarmed Combat,16
1_1,1_1,1.0,Super Eating,Super Eating,30
1_1,1_2,0.0389733563022904,Super Eating,Super Smell,9
1_1,1_3,0.0154064642531588,Super Eating,Super Hearing,8
1_1,1_4,0.0585430903814177,Super Eating,Berserker Strength,13
1_1,1_5,0.0050922356306265,Super Eating,Super Sight,7
1_1,1_6,0.0004070780143249,Super Eating,Longevity,7
1_1,1_7,0.0408654644004979,Super Eating,Super Speed,17
1_1,1_8,0.0131148185470551,Super Eating,Healing,13
1_1,1_9,0.0461094162044342,Super Eating,Super Strength,23
1_1,1_10,0.0068315137560819,Super Eating,Agility,18
1_1,1_11,0.0045715515251213,Super Eating,Stamina,18
1_2,13_1,0.0016915830639732,Super Smell,Sense Death,6
1_2,13_2,7.936930541384748e-05,Super Smell,Electronic interaction,7
1_2,13_3,0.0029252707929826,Super Smell,Radar Sense,11
1_2,13_4,0.0115701853774723,Super Smell,Danger Sense,17
1_2,14_1,0.0010130569813257,Super Smell,Penance Stare,0
1_2,14_2,0.0037371566698515,Super Smell,Hellfire Control,5
1_2,14_3,0.0023126417039606,Super Smell,Soul Absorption,6
1_2,14_4,0.0033511947124896,Super Smell,Darkness Manipulation,8
1_2,14_5,5.294550414866763e-05,Super Smell,Death Touch,4
1_2,14_6,0.0002157602507765,Super Smell,Necromancy,7
1_2,14_7,0.0011244860579636,Super Smell,Possession,10
1_2,11_1,2.986004837642332e-05,Super Smell,Blood Control,1
1_2,11_2,0.0002153755041977,Super Smell,Controlled Bone Growth,2
1_2,11_3,0.0122196072721427,Super Smell,Pheromone Control,7
1_2,11_4,0.0050452857751578,Super Smell,Enhance Mutation,9
1_2,11_5,0.0104408832320721,Super Smell,Genetic Manipulation,15
1_2,11_6,0.0081111093683538,Super Smell,Shape Shifter,32
1_2,8_1,3.1207225244060614e-05,Super Smell,Inertia Absorption,2
1_2,8_2,0.0014633982311186,Super Smell,Magnetism,7
1_2,8_3,4.780256084555704e-05,Super Smell,Gravity control,5
1_2,8_4,0.0048165460180123,Super Smell,Vibration Wave,10
1_2,8_5,0.0012805283160021,Super Smell,Density Control,10
1_2,8_6,0.0003171403386593,Super Smell,Force Field,25
1_2,7_1,1.039425802040219e-07,Super Smell,Sand manipulation,1
1_2,7_2,0.0013501818167078,Super Smell,Plant Control,1
1_2,7_3,0.0484585127965655,Super Smell,Ice Breath,19
1_2,7_4,0.0033089797938453,Super Smell,Flame Breath,7
1_2,7_5,0.0022483989352032,Super Smell,Water Control,7
1_2,7_6,3.583211771262249e-05,Super Smell,Ice Control,4
1_2,7_7,0.0013113162275107,Super Smell,Earth Manipulation,8
1_2,7_8,0.0038008638869878,Super Smell,Weather Control,11
1_2,7_9,0.0133440319609916,Super Smell,Wind Bursts,17
1_2,7_10,0.0164488835209487,Super Smell,Animal Control,20
1_2,7_11,0.0002579166196007,Super Smell,Fire Control,9
1_2,10_1,0.0002494057696229,Super Smell,Probability Manipulation,4
1_2,10_2,3.788415658514922e-09,Super Smell,Time Travel,9
1_2,10_3,0.0029773451422597,Super Smell,Time Manipulation,15
1_2,10_4,0.0013221152667892,Super Smell,Reality Manpulation,14
1_2,10_5,0.0004436996034296,Super Smell,Dimensional Manipulation,9
1_2,10_6,0.0007861337044886,Super Smell,Illusion Casting,10
1_2,12_1,0.0110252447271795,Super Smell,Vampirism,8
1_2,12_2,0.003819512140397,Super Smell,Poisonous,6
1_2,12_3,0.0132432336475708,Super Smell,Immortal,39
1_2,12_4,0.0344041542498256,Super Smell,Invulnerability,77
1_2,6_1,2.562839904670832e-07,Super Smell,Animation,5
1_2,6_2,0.0004309610050137,Super Smell,Siphon Abilities,7
1_2,6_3,0.0003810379531688,Super Smell,Siphon Lifeforce,7
1_2,6_4,0.0143285905027093,Super Smell,Power Mimicry,16
1_2,6_5,0.0026632746729246,Super Smell,Cosmic Awareness,15
1_2,6_6,0.00154938405723,Super Smell,Astral Projection,15
1_2,6_7,0.0006800921482097,Super Smell,Divine Powers,16
1_2,6_8,0.0003947537493392,Super Smell,Magic,18
1_2,9_1,0.0046877417039143,Super Smell,Psychometry,6
1_2,9_2,0.0009054588697194,Super Smell,Postcognition,4
1_2,9_3,0.0027391245191818,Super Smell,Voice-induced Manipulation,7
1_2,9_4,0.0003045651370081,Super Smell,Emotion Control,6
1_2,9_5,3.0744763076658226e-05,Super Smell,Mesmerize,5
1_2,9_6,4.4493065540359865e-05,Super Smell,Precognition,7
1_2,9_7,0.0036236893569691,Super Smell,Empathy,12
1_2,9_8,0.0002803719599101,Super Smell,Willpower-Based Constructs,11
1_2,9_9,6.822869642744688e-05,Super Smell,Hypnosis,9
1_2,9_10,1.2250657132618026e-06,Super Smell,Psychic,11
1_2,9_11,0.0007535514810627,Super Smell,Telekinesis,18
1_2,9_12,1.950106507934177e-06,Super Smell,Psionic,17
1_2,9_13,5.366526628331847e-05,Super Smell,Telepathy,20
1_2,2_1,0.0006526664835246,Super Smell,Implants,14
1_2,2_2,0.002530271137436,Super Smell,Power Suit,10
1_2,2_3,0.0004505348340744,Super Smell,Insanely Rich,16
1_2,2_4,0.0001715686423966,Super Smell,Power Item,24
1_2,2_5,0.001713212003637,Super Smell,Gadgets,33
1_2,2_6,0.0002671197731561,Super Smell,Weapon Master,49
1_2,5_1,0.0005891793531571,Super Smell,Darkforce Manipulation,6
1_2,5_2,0.0004208091045803,Super Smell,Technopathy,4
1_2,5_3,7.344222801210192e-05,Super Smell,Electronic Disruption,6
1_2,5_4,0.0014215462600979,Super Smell,Radiation,3
1_2,5_5,0.0009171629266038,Super Smell,Holographic Projection,4
1_2,5_6,0.0002824157490508,Super Smell,Electricity Control,12
1_2,5_7,0.0005915290860841,Super Smell,Heat Generation,9
1_2,5_8,0.0008014529380825,Super Smell,Energy Based Constructs,9
1_2,5_9,0.0004778109160282,Super Smell,Light Projection,10
1_2,5_10,0.0005484451865313,Super Smell,Energy Shield,12
1_2,5_11,0.0010097355683197,Super Smell,Energy-Enhanced Strike,13
1_2,5_12,0.0005006982647475,Super Smell,Energy Absorption,21
1_2,5_13,0.0004030675718513,Super Smell,Energy Manipulation,19
1_2,5_14,9.537817991830758e-05,Super Smell,Blast Power,44
1_2,3_1,0.0006749795972286,Super Smell,Prehensile Hair,0
1_2,3_2,0.0001517211580545,Super Smell,Shadowmeld,1
1_2,3_3,2.23738132619134e-06,Super Smell,Chemical Absorbtion,2
1_2,3_4,0.000227107786861,Super Smell,Sonic Scream,3
1_2,3_5,3.602267343159675e-05,Super Smell,Webslinger,2
1_2,3_6,0.001609747373404,Super Smell,Chemical Secretion,2
1_2,3_7,0.0126279731937167,Super Smell,Wall Clinger,14
1_2,3_8,0.0007379517117514,Super Smell,Duplication,7
1_2,3_9,0.0021176546592409,Super Smell,Matter Absorption,9
1_2,3_10,0.0005694397448047,Super Smell,Elasticity,4
1_2,3_11,0.0365070327966756,Super Smell,Heat Vision,24
1_2,3_12,0.0194022786877928,Super Smell,Sub-Mariner,19
1_2,3_13,0.0030757674431996,Super Smell,Chameleon,12
1_2,3_14,2.6903096598829642e-08,Super Smell,Invisibility,10
1_2,3_15,3.814188628237636e-06,Super Smell,Phasing / Ghost,13
1_2,3_16,0.0016815939098661,Super Smell,Size Manipulation,18
1_2,3_17,1.0560097869644834e-06,Super Smell,Levitation,14
1_2,3_18,0.1576523929136449,Super Smell,Feral,71
1_2,3_19,0.150907500412994,Super Smell,Claws,73
1_2,3_20,0.0177426746900287,Super Smell,Adaptive,34
1_2,3_21,1.7054267727382385e-07,Super Smell,Teleport,20
1_2,3_22,0.001892259158659,Super Smell,Flight,59
1_2,4_1,0.0104015360321151,Super Smell,Synaesthesia,4
1_2,4_2,0.0042042608981685,Super Smell,Omni-lingual,15
1_2,4_3,0.0057158885794125,Super Smell,Swordsmanship,28
1_2,4_4,0.0015745263964323,Super Smell,Escape Artist,24
1_2,4_5,0.0741748988001433,Super Smell,Tracking,77
1_2,4_6,0.0092153110836531,Super Smell,Stealth,52
1_2,4_7,0.0012421645534524,Super Smell,Marksmanship,32
1_2,4_8,0.0007973417478467,Super Smell,Leadership,55
1_2,4_9,0.0012350221282692,Super Smell,Intellect,78
1_2,4_10,0.0200231742246536,Super Smell,Unarmed Combat,122
1_2,1_1,0.0114077289969527,Super Smell,Super Eating,9
1_2,1_2,1.0,Super Smell,Super Smell,152
1_2,1_3,0.4250000091331625,Super Smell,Super Hearing,122
1_2,1_4,0.097548455455482,Super Smell,Berserker Strength,66
1_2,1_5,0.3026474112193585,Super Smell,Super Sight,113
1_2,1_6,0.0116474695377623,Super Smell,Longevity,49
1_2,1_7,0.0994871802600441,Super Smell,Super Speed,97
1_2,1_8,0.0761425227595267,Super Smell,Healing,90
1_2,1_9,0.0946734605746618,Super Smell,Super Strength,123
1_2,1_10,0.0988335947834448,Super Smell,Agility,129
1_2,1_11,0.0589832910248492,Super Smell,Stamina,120
1_3,13_1,0.0049422801400228,Super Hearing,Sense Death,11
1_3,13_2,0.0028931261548108,Super Hearing,Electronic interaction,15
1_3,13_3,0.0172205434717765,Super Hearing,Radar Sense,25
1_3,13_4,0.009635497558859,Super Hearing,Danger Sense,22
1_3,14_1,0.0011667850881544,Super Hearing,Penance Stare,0
1_3,14_2,0.0012472355752115,Super Hearing,Hellfire Control,5
1_3,14_3,0.0061729910515508,Super Hearing,Soul Absorption,11
1_3,14_4,0.0045558982494915,Super Hearing,Darkness Manipulation,12
1_3,14_5,0.000304327044609,Super Hearing,Death Touch,8
1_3,14_6,0.0018383904916872,Super Hearing,Necromancy,13
1_3,14_7,0.0016746602260384,Super Hearing,Possession,15
1_3,11_1,0.0020293117120243,Super Hearing,Blood Control,4
1_3,11_2,0.0012617052923856,Super Hearing,Controlled Bone Growth,4
1_3,11_3,0.0115991753669549,Super Hearing,Pheromone Control,9
1_3,11_4,0.007612473082371,Super Hearing,Enhance Mutation,14
1_3,11_5,0.0067125130393077,Super Hearing,Genetic Manipulation,18
1_3,11_6,0.0064941155708768,Super Hearing,Shape Shifter,43
1_3,8_1,0.0006120153251004,Super Hearing,Inertia Absorption,4
1_3,8_2,0.0025561941681152,Super Hearing,Magnetism,11
1_3,8_3,0.0058499812213104,Super Hearing,Gravity control,14
1_3,8_4,0.0156007894346974,Super Hearing,Vibration Wave,20
1_3,8_5,0.0018837837103991,Super Hearing,Density Control,15
1_3,8_6,0.0030687292283969,Super Hearing,Force Field,43
1_3,7_1,0.0001384667447999,Super Hearing,Sand manipulation,1
1_3,7_2,0.002398125174774,Super Hearing,Plant Control,1
1_3,7_3,0.0556487917430957,Super Hearing,Ice Breath,26
1_3,7_4,0.0015072511325236,Super Hearing,Flame Breath,8
1_3,7_5,0.0050610424046147,Super Hearing,Water Control,12
1_3,7_6,0.0008873710891763,Super Hearing,Ice Control,9
1_3,7_7,0.0018870157403612,Super Hearing,Earth Manipulation,12
1_3,7_8,0.0137803420735149,Super Hearing,Weather Control,22
1_3,7_9,0.0254068902419511,Super Hearing,Wind Bursts,29
1_3,7_10,0.0199005751180141,Super Hearing,Animal Control,29
1_3,7_11,0.0001831949290359,Super Hearing,Fire Control,17
1_3,10_1,0.0031543385797253,Super Hearing,Probability Manipulation,9
1_3,10_2,0.0010137467253904,Super Hearing,Time Travel,17
1_3,10_3,0.0106526886362191,Super Hearing,Time Manipulation,28
1_3,10_4,0.0052958855405473,Super Hearing,Reality Manpulation,25
1_3,10_5,0.0041500206237274,Super Hearing,Dimensional Manipulation,25
1_3,10_6,0.0005395289323694,Super Hearing,Illusion Casting,22
1_3,12_1,0.0071489797004884,Super Hearing,Vampirism,9
1_3,12_2,0.0011230087737266,Super Hearing,Poisonous,6
1_3,12_3,0.0294347932720941,Super Hearing,Immortal,66
1_3,12_4,0.0931276486419612,Super Hearing,Invulnerability,137
1_3,6_1,7.846013813608691e-05,Super Hearing,Animation,8
1_3,6_2,0.0034865803376526,Super Hearing,Siphon Abilities,14
1_3,6_3,0.0033154640646473,Super Hearing,Siphon Lifeforce,14
1_3,6_4,0.0095567568003676,Super Hearing,Power Mimicry,19
1_3,6_5,0.029172725250629,Super Hearing,Cosmic Awareness,39
1_3,6_6,0.0042829185804423,Super Hearing,Astral Projection,25
1_3,6_7,0.0207872099560331,Super Hearing,Divine Powers,42
1_3,6_8,0.0108170579489243,Super Hearing,Magic,40
1_3,9_1,0.0028684083945622,Super Hearing,Psychometry,7
1_3,9_2,0.0037980482383933,Super Hearing,Postcognition,8
1_3,9_3,0.0031062165838388,Super Hearing,Voice-induced Manipulation,10
